_c0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,energy_level
69839,1Jok5LANx1B2sYWOAbfLwd,Sujatha,Christian Devotional - Sujatha Hits,Ennodulla Ninte Daya,20,331693,False,0.586,0.838,5,-1.247,1,0.146,0.118,0.0,0.111,0.759,200.192,4.0,malay,High Energy
69840,5ISSIHJr0h9w1A1NyC28ib,Prasad,Telugu Folk Dj Songs Vol 8,Nelapuri Gajula O Nelaveni,18,234994,False,0.794,0.906,0,-3.377,1,0.149,0.0323,0.00101,0.173,0.765,127.986,4.0,malay,High Energy
69858,4x9MGkYcSnZknU4hQkouqo,Saleem,Jai Mata Di,Boliyan,18,255413,False,0.687,0.889,11,-7.701,1,0.0542,0.421,9.68E-5,0.111,0.972,169.947,4.0,malay,High Energy
69860,097qFkycyN1fNoHw1vb64m,Masala Coffee,Manitham,Manitham,19,181077,False,0.554,0.857,2,-6.514,0,0.0444,0.369,0.0,0.0588,0.227,101.349,3.0,malay,High Energy
69882,0i6DRuvo88axtBy2rXCdNu,Ratty Adhiththan;Aruyah Shan,Padaiyon,Kalaarasigan,25,197601,False,0.764,0.825,5,-7.754,0,0.225,0.0685,0.0,0.0914,0.474,149.878,4.0,malay,High Energy
69891,0C78apJHxuIr85eGKiXBgd,Nihal Sadiq;Ribin Richard;Geo Paul,Kollappedum (Remix Version),Kollappedum - Geo Paul Remix,19,209999,False,0.563,0.848,2,-7.032,1,0.0797,0.0111,0.133,0.0761,0.505,171.946,4.0,malay,High Energy
69899,1a1Y5JWLKpMz3D3nQSKJJ3,D’MASIV,Perubahan,Ilfil (Manusia Tak Berharga),30,256386,False,0.535,0.828,9,-3.48,1,0.0487,0.143,0.0,0.177,0.407,131.866,4.0,malay,High Energy
69901,4t0yTXCPGMewAGt7owdgGa,Thaikkudam Bridge,Navarasam,Sultan,20,244875,False,0.437,0.926,10,-4.889,0,0.117,0.03,0.0,0.0696,0.523,91.539,4.0,malay,High Energy
69902,5IG9aVkQS3P17TUBlkpRde,Hujan,"Check, Check, Rock, Rock EP",Aku Skandal,55,249506,False,0.328,0.933,7,-5.392,1,0.122,0.14,0.00184,0.359,0.685,165.036,4.0,malay,High Energy
69908,13jaIzCRYxOlzkZmoixXxt,Fejo,Chevi Thurannu Pidi,Chevi Thurannu Pidi,18,223999,False,0.625,0.94,6,-3.295,0,0.155,0.128,0.0,0.466,0.616,150.035,4.0,malay,High Energy
69909,1H9MJsfYZYBcxqEX8tcgfa,Street Academics,Aathmasphere & Chatha Kaakka EP,Aathmasphere,18,183115,False,0.805,0.815,8,-3.852,1,0.146,0.171,0.0,0.708,0.189,99.953,4.0,malay,High Energy
69911,0BNl09p6bNFvwOql1ieK2i,Thakara,Paadilla,Paadilla,17,310021,False,0.519,0.904,1,-4.682,0,0.0433,0.00151,0.0,0.217,0.453,114.989,4.0,malay,High Energy
69918,3AQHu4I85Izzs6BPs0j3HO,Vikadakavi;Denes Kumar;Daddy Shaq,Passport Maniam,Passport Maniam,20,271362,False,0.421,0.878,9,-3.801,1,0.0474,0.284,0.0,0.252,0.55,80.026,4.0,malay,High Energy
69921,5SAtfOUQKOByyoezYtHnZM,Saleem,Mela Maiya Da,Teri Jai Ho Ganesh,18,397386,False,0.609,0.828,4,-7.48,1,0.0494,0.273,3.48E-6,0.153,0.964,169.95,4.0,malay,High Energy
69924,0nWdIGnVIgKlYPW7M2FpZ8,K. S. Harisankar;Ninoy Varghese,Padma,"\"Kaanathe Kanninullil - From \"\"Padma\"\"\"",19,171666,False,0.63,0.811,0,-4.987,1,0.0427,0.445,3.3E-5,0.118,0.732,143.772,4.0,malay,High Energy
69925,0MxGMLglNblsHZVuQCSgRS,Saleem,Deedar Mahi Da,Sun Charkhe De Mitthi (Medley),20,598680,False,0.302,0.867,5,-4.638,1,0.0574,0.52,3.3E-5,0.366,0.543,81.907,4.0,malay,High Energy
69927,4GJna3gI2IO4AGWISiSgLk,Rabbit Mac;Sheezay;MC Syze;Psychomantra;Roshan Jamrock;Lady Kash;Nigel Sparks;Switche Stylomannavan;Balan Kashmir;Harvinth Skin;Kidd Santhe;DJ Ruckes;Bone Killa;Lawrence Soosai;Bugz,Vai-Lapalam (All Star Freemix),Vai-Lapalam - All Star Freemix,27,357551,True,0.785,0.873,2,-4.742,1,0.132,0.0315,0.0,0.361,0.548,98.003,4.0,malay,High Energy
69937,0PeeLmooXNqBQhSAYSZKqn,Prasad,Telugu Folk Dj Songs Vol 5,Enduke Pillo Ramulamma,17,120723,False,0.668,0.808,7,-5.716,1,0.126,0.154,1.65E-6,0.282,0.916,77.694,4.0,malay,High Energy
69946,77I8OfGXSS8UHVxqqbMTQy,The Mash,Rock N' Roll Queen,Rock N' Roll Queen,27,194400,False,0.499,0.993,9,-3.257,1,0.194,0.000377,0.0231,0.127,0.334,74.964,4.0,malay,High Energy
69952,1Al4JuOAy15CIzSBU0sRiv,Thaikkudam Bridge;Rashid Khan,Namah,Jeele Jeebhar - Namah,19,495434,False,0.527,0.894,0,-6.221,1,0.0736,0.228,0.0119,0.168,0.275,144.983,4.0,malay,High Energy
69954,7JcDxlIgGNrLy7lLOTWgA6,Fejo,Poovili X4,Poovili X4,17,158682,False,0.696,0.902,7,-5.678,1,0.36,0.473,0.0,0.137,0.312,194.041,4.0,malay,High Energy
69956,5aVJvsNip24FJ35wNgwojS,Fejo,Oorjam,Oorjam,17,155120,False,0.498,0.879,7,-3.627,1,0.188,0.259,1.16E-5,0.373,0.529,87.987,4.0,malay,High Energy
69971,5GsMebgDNkNdY5UVv40cTU,Santesh;Amos Paul,Shocked,Shocked,29,193655,False,0.627,0.947,11,-3.426,0,0.449,0.224,0.0,0.0445,0.728,136.975,4.0,malay,High Energy
69978,29sfu2rGDMTQIYpMNa3yZG,Gersson Edinbaro,Neerae 3,Nambikaiyum,18,377840,False,0.773,0.87,7,-6.441,1,0.0847,0.185,6.15E-5,0.295,0.878,135.008,4.0,malay,High Energy
69983,00VxUWUIKIY3DphqHzZjK5,Gersson Edinbaro,Neerae 5,With My Hands Lifted High,18,348040,False,0.576,0.852,9,-6.608,1,0.246,0.593,5.74E-6,0.975,0.907,104.933,3.0,malay,High Energy
69985,0UEZsSYKxQdiZ5IyxRFGfA,Gersson Edinbaro,Neerae 2,Ootridumae,18,324746,False,0.741,0.917,4,-5.396,0,0.0622,0.213,0.0,0.618,0.924,123.996,4.0,malay,High Energy
69998,5RkK1doB7T9ZvIj6UrkOEg,DOLLA,Beginner Ride (Sweat & Burn),Watch Me Glow,0,210545,False,0.727,0.847,11,-5.284,0,0.118,0.0129,1.37E-4,0.103,0.205,110.022,4.0,malay,High Energy
70012,27FOde2nUw0pFuj7hlPbaS,告五人,我肯定在幾百年前就說過愛你,愛人錯過,62,292074,False,0.549,0.923,1,-3.857,1,0.0393,0.0295,8.76E-5,0.14,0.498,140.045,4.0,mandopop,High Energy
70047,6T7oK4eP3Tezw4Ogy7q6KO,Cyndi Wang,愛你,愛你,59,219626,False,0.607,0.926,5,-3.639,1,0.23,0.376,0.0,0.264,0.822,200.173,4.0,mandopop,High Energy
70051,4KjPt8HrShkDOASRyMkTJ4,告五人,帶我去找夜生活,帶我去找夜生活,56,299704,False,0.571,0.828,1,-6.448,1,0.0412,0.0165,0.124,0.107,0.648,128.003,4.0,mandopop,High Energy
70057,5CrShYXYibJD0kx4q56xhZ,Jay Chou,杰倫,反方向的鐘,50,256733,False,0.57,0.887,7,-7.993,0,0.0448,0.0908,3.41E-6,0.197,0.182,94.607,4.0,mandopop,High Energy
70087,5nC1a5eO57T4vJ32TpE5n6,Jay Chou,最偉大的作品,錯過的煙火,57,257838,False,0.451,0.809,5,-7.71,0,0.0383,0.0147,1.79E-5,0.175,0.307,180.092,4.0,mandopop,High Energy
70189,0FfNFvy5KRRyB2snvK39zL,W.M.L;Vicky Chen,I'm Alive,I'm Alive,62,172282,False,0.636,0.862,5,-2.386,0,0.0464,0.156,0.0,0.144,0.24,137.94,4.0,mandopop,High Energy
70236,6u4QtlkKJ879ElNlgw0R7M,Jolin Tsai,看我72變,說愛你,54,226533,False,0.747,0.855,0,-2.6,0,0.0288,0.186,2.61E-6,0.0885,0.6,101.996,4.0,mandopop,High Energy
70269,1lRH0NdToJuws1PGRDbetd,Jay Chou,我很忙,陽光宅男,50,220826,False,0.667,0.836,1,-6.386,0,0.0292,0.219,0.0,0.121,0.747,134.014,4.0,mandopop,High Energy
70279,3tyvQeVxjEAQlgczaaoN3Q,Diana Wang,Home,Home,49,237887,False,0.647,0.826,5,-3.211,1,0.0438,0.148,0.0,0.135,0.688,141.983,4.0,mandopop,High Energy
70356,4FJYlkULQaKfjWft0yZgNR,蕭秉治,怦然心動 (《你是我的命中注定》片頭曲),怦然心動 (《你是我的命中注定》片頭曲),33,220373,False,0.676,0.86,9,-5.349,1,0.0446,0.214,2.33E-4,0.106,0.552,107.004,4.0,mandopop,High Energy
70374,4eNeCUAnq5XuXwGanJb8qi,F.I.R.,飛兒樂團,你的微笑,52,261493,False,0.664,0.929,10,-3.99,0,0.0389,0.0179,0.0,0.123,0.717,123.997,4.0,mandopop,High Energy
70385,14AgBbjVYu2l5vWvbb9XVi,Zhang Zhen Yue,OK,再見,47,210765,False,0.704,0.856,6,-5.297,1,0.0358,0.291,3.52E-5,0.16,0.652,123.977,4.0,mandopop,High Energy
70466,20zr75IWsZdHxnMvpQUyTu,Jay Chou,11月的蕭邦,飄移,47,242146,False,0.619,0.868,10,-5.021,0,0.172,0.105,0.0951,0.398,0.794,185.985,4.0,mandopop,High Energy
70498,0a0z74CqgCXrC3UyYATdLC,Patrick Brasca;Jay Chou,Kung Fu Panda 3 (Music from the Motion Picture),Try - Kung Fu Panda 3 Official Theme Song,31,240320,False,0.64,0.816,1,-6.264,1,0.0299,0.11,0.0,0.101,0.58,105.984,4.0,mandopop,High Energy
70501,1yN0B3g5oJsSdRwUdNRXqH,Jay Chou,霍元甲,霍元甲,48,276320,False,0.597,0.915,2,-3.842,1,0.0464,0.0674,3.92E-5,0.101,0.683,97.987,4.0,mandopop,High Energy
70504,1aK3V9OCM8GUuMR6GxXhyf,NICKTHEREAL,我做的是愛不是夢,我做的是愛不是夢,55,219556,False,0.612,0.941,0,-3.562,0,0.0598,0.00284,0.0,0.0549,0.367,123.971,4.0,mandopop,High Energy
70514,2aY9L0d1OPp0eVf5Vco51i,Jolin Tsai,特務J,日不落,49,228506,False,0.687,0.938,1,-3.519,1,0.0309,0.00555,2.5E-5,0.165,0.829,128.01,4.0,mandopop,High Energy
70539,7lI4Fggd8KZuE76MJlA54P,Stefanie Sun,完美的一天,第一天,47,253960,False,0.428,0.904,8,-4.042,1,0.0975,0.0371,0.0,0.316,0.623,176.105,4.0,mandopop,High Energy
70550,7xC32ciMAqOjs4yjAtXBWl,Jolin Tsai;Jay Chou,看我72變,布拉格廣場,45,294600,False,0.609,0.806,1,-4.399,1,0.228,0.316,0.0162,0.0617,0.408,189.182,4.0,mandopop,High Energy
70554,6fADwOnsMmCM70OAxDF3fc,MC HotDog,差不多先生,差不多先生,47,266544,False,0.644,0.879,6,-4.229,0,0.455,0.379,0.00296,0.183,0.507,175.973,4.0,mandopop,High Energy
70568,3mtw9kV3MNizwFtNyvsAnI,Namewee;G.E.M.,漂向北方,漂向北方,51,265325,False,0.398,0.822,5,-6.74,1,0.126,0.0837,0.0,0.252,0.203,174.14,4.0,mandopop,High Energy
70571,2kmwkxaPjSwJ1fe7SFROTs,Stefanie Sun;Shen Darren,風箏,綠光,47,191560,False,0.589,0.874,3,-4.971,1,0.0766,0.107,0.0,0.0978,0.417,106.017,4.0,mandopop,High Energy
70579,0M4N45TMVz7Py2d6tEfDRX,黃妃,非常妃,恨世生,25,155893,False,0.551,0.849,4,-1.784,0,0.0302,0.134,4.32E-5,0.0597,0.739,124.957,4.0,mandopop,High Energy
70607,6J3YmODloSi669U6cKbtTH,F.I.R.,無限,千年之戀,49,228173,False,0.414,0.851,5,-3.115,1,0.11,0.14,0.0,0.423,0.256,142.399,4.0,mandopop,High Energy
70617,1pq8manc3lP5iEbLhzuZv2,Mayday,第二人生(末日版),乾杯,51,289200,False,0.574,0.816,0,-4.822,1,0.0294,0.0358,0.0,0.104,0.82,81.998,4.0,mandopop,High Energy
70625,1G9MmoUjo5nC5lB7paaG0l,Fish Leong,別再為他流淚,沒有如果,50,267426,False,0.53,0.886,2,-2.715,1,0.0579,0.454,0.0,0.041,0.814,148.081,4.0,mandopop,High Energy
70636,4VKVl3wR3qFpZtzWlScvx4,TANK 呂建忠,Fighting !,Three Kingdom Love,40,246173,False,0.531,0.893,4,-2.078,0,0.0445,0.192,0.0,0.0899,0.812,151.924,4.0,mandopop,High Energy
70646,1lRIjWVWWoEN1RpU8u5QPm,Astro Bunny,難道只有我覺得,難道只有我覺得,25,190946,False,0.579,0.885,9,-6.905,0,0.0481,0.655,0.00235,0.0864,0.779,156.958,4.0,mandopop,High Energy
70695,3PJlvYZ9jiwHvuUDDBfeQi,楊培安,"10, 000 Thanks... (現場版及其他)",小小羊兒要回家 / 流淚的河 - 現場版,23,426253,False,0.236,0.932,11,-5.176,0,0.355,0.0245,0.00232,0.983,0.251,148.542,4.0,mandopop,High Energy
70698,4K3Iu3WLo19LIkfcpfldQL,魏嘉瑩 Arrow Wei;WONFU,我很好,出來面對,24,217021,False,0.704,0.803,9,-5.962,1,0.124,0.312,0.0,0.0879,0.891,127.992,4.0,mandopop,High Energy
70718,0dS8gBiRyiohkB2Z45rA0V,Waa Wei,Have A Nice Day,Have A Nice Day,49,263666,False,0.711,0.845,3,-5.006,1,0.0304,0.61,9.2E-4,0.137,0.806,119.966,4.0,mandopop,High Energy
70721,666P7s4zrxYyQZYmFvebPc,Jay Chou,范特西,雙截棍,45,201013,False,0.701,0.876,7,-6.499,1,0.0643,0.0124,0.0,0.0849,0.338,100.966,4.0,mandopop,High Energy
70734,0a5bri0S23Mx2e62v2HsYU,Aaron Kwok;Frankie,郭富城精選2006,鐵幕誘惑,24,246960,False,0.773,0.869,1,-6.239,1,0.0689,0.0617,5.41E-5,0.102,0.426,110.23,4.0,mandopop,High Energy
70761,70PO1joNVSeYisRjCJBUNw,Asiaboy 禁藥王 ＆ Lizi 栗子,天轟回來到,天轟回來到,23,150629,True,0.702,0.937,10,-3.108,0,0.128,0.00679,0.0,0.328,0.558,150.013,4.0,mandopop,High Energy
70772,2gwC4ZdQXiCi5M2JIeWK3q,Z.TAO,The Road,The Road,28,219506,False,0.704,0.915,1,-5.385,1,0.0488,0.306,0.0,0.0883,0.291,104.999,4.0,mandopop,High Energy
70794,0k4FG9l3OrxLt5NQU3uEkR,Jolin Tsai;Namie Amuro,呸,I'm not yours (feat. 安室奈美惠),46,221720,False,0.622,0.874,9,-5.639,0,0.0437,0.0122,1.8E-5,0.651,0.483,128.015,4.0,mandopop,High Energy
70803,4eejHUWzfDSV2RESYODwZC,Jam Hsiao,"\"斗羅大陸 (動畫網路劇 \"\"斗羅大陸\"\" 主題曲)\"","\"斗羅大陸 (動畫網路劇 \"\"斗羅大陸\"\" 主題曲)\"",33,239142,False,0.482,0.928,6,-3.293,1,0.131,0.0447,0.0,0.355,0.633,139.947,4.0,mandopop,High Energy
70867,4Uicbo4zLr3wYFIgHMY9GA,Wang Feng,生無所求2011演唱會 (Live),怒放的生命,46,283840,False,0.486,0.845,2,-5.261,1,0.0419,0.0374,0.0,0.991,0.383,92.867,4.0,mandopop,High Energy
70873,47XdwDslZ1b2LpS6JsCmOQ,Victor Wong,門沒鎖,門沒鎖,42,236573,False,0.804,0.854,8,-6.009,1,0.0465,0.28,0.0,0.0668,0.961,124.031,4.0,mandopop,High Energy
70884,4odVciwideNu5VYpYyhwwM,Mixer,馬戲團運動,箱子,23,277066,False,0.473,0.847,8,-5.24,1,0.033,0.00658,9.24E-6,0.359,0.358,163.937,4.0,mandopop,High Energy
70888,2SvP6VWIoq4CQ2IbdZEmcU,Aaron Kwok;Kaiel Chen;Zhang Yong Fu and Eric Chen,渴望,渴望,23,241720,False,0.712,0.82,3,-6.535,0,0.043,0.317,0.00119,0.144,0.407,120.026,4.0,mandopop,High Energy
70907,0Dx4JKy4S1KUL5A60g5MAG,David Tao,I'm O.K.,小鎮姑娘,44,295666,False,0.67,0.815,2,-5.062,1,0.0792,0.152,0.0,0.104,0.818,154.04,4.0,mandopop,High Energy
70936,1OGh0Nz1hfNXkZAfeGhwNV,Cyndi Wang,微笑pasta 電視原聲帶,彩虹的微笑 - 微笑pasta主題曲,44,170666,False,0.76,0.944,5,-1.785,1,0.0429,0.142,0.0,0.327,0.905,126.007,4.0,mandopop,High Energy
70986,1vFGwteJk3i24kHw7vtaXL,Cyndi Wang,Cyndi With U,睫毛彎彎,44,244933,False,0.777,0.869,10,-2.785,0,0.048,0.285,0.0,0.0516,0.778,90.006,4.0,mandopop,High Energy
71000,2HZLXBOnaSRhXStMLrq9fD,Ghost,Seven Inches Of Satanic Panic,Mary On A Cross,88,244804,False,0.466,0.9,11,-4.469,1,0.0447,0.000235,0.00104,0.103,0.561,130.02,4.0,metal,High Energy
71001,60a0Rd6pjrkxjPbaKzXjfq,Linkin Park,Hybrid Theory (Bonus Edition),In the End,85,216880,False,0.556,0.864,3,-5.87,0,0.0584,0.00958,0.0,0.209,0.4,105.143,4.0,metal,High Energy
71002,0WSa1sucoNRcEeULlZVQXj,Bring Me The Horizon,Sempiternal (Expanded Edition),Can You Feel My Heart,81,228146,True,0.15,0.859,4,-2.827,0,0.0595,0.00201,0.194,0.387,0.354,170.527,5.0,metal,High Energy
71003,2nLtzopw4rPReszdYBJU6h,Linkin Park,Meteora,Numb,83,185586,False,0.496,0.863,9,-4.153,1,0.0381,0.0046,0.0,0.639,0.243,110.018,4.0,metal,High Energy
71004,7o2CTH4ctstm8TNelqjb51,Guns N' Roses,Appetite For Destruction,Sweet Child O' Mine,84,354520,True,0.454,0.91,6,-7.766,1,0.0448,0.0866,0.0996,0.116,0.629,125.116,4.0,metal,High Energy
71005,2RSzPRq4NKwTqnqapywvCH,Ghost,HÖST,Mary On A Cross,3,244804,False,0.467,0.9,11,-4.505,1,0.0451,0.000187,4.93E-4,0.105,0.554,130.027,4.0,metal,High Energy
71006,0LxGFgMi5Bv6q3vJ0aCnRX,Ghost,Rock & Halloween,Mary On A Cross,5,244804,False,0.467,0.9,11,-4.505,1,0.0451,0.000187,4.93E-4,0.105,0.554,130.027,4.0,metal,High Energy
71007,7x7i3XBKSM4AoLoPymDuh9,Ghost,Pumpkin Patch Hits,Mary On A Cross,0,244804,False,0.467,0.9,11,-4.505,1,0.0451,0.000187,4.93E-4,0.105,0.554,130.027,4.0,metal,High Energy
71008,5yOKRMs3V8PO5FgLx6WnlU,Ghost,Halloween Party 2022,Mary On A Cross,2,244804,False,0.467,0.9,11,-4.505,1,0.0451,0.000187,4.93E-4,0.105,0.554,130.027,4.0,metal,High Energy
71009,06Stw5UCrKYwPBxsTOfBtA,Ghost,Twisted Halloween Hits,Mary On A Cross,0,244804,False,0.467,0.9,11,-4.505,1,0.0451,0.000187,4.93E-4,0.105,0.554,130.027,4.0,metal,High Energy
71010,6CqHve8qCxKzEd3ciOy6xj,Slipknot,Rock Brandneu,Yen,3,285315,False,0.568,0.934,9,-4.428,1,0.107,0.000885,0.0297,0.36,0.319,137.005,4.0,metal,High Energy
71011,2xOcbu4PTkikUk7Z8widN1,Ghost,LUGNA LÅTAR,Mary On A Cross,3,244804,False,0.467,0.9,11,-4.505,1,0.0451,0.000187,4.93E-4,0.105,0.554,130.027,4.0,metal,High Energy
71012,5CvERxbaeHHQA1OGJzeOzt,Ghost,Halloween Metal Nights,Mary On A Cross,2,244804,False,0.467,0.9,11,-4.505,1,0.0451,0.000187,4.93E-4,0.105,0.554,130.027,4.0,metal,High Energy
71013,2QHkMyf71kpkTiYYsp8qYO,Ghost,Rock & Halloween,Spillways,8,196946,False,0.575,0.868,5,-5.004,0,0.0319,0.000207,0.00294,0.0584,0.804,128.069,4.0,metal,High Energy
